summonerId,summonerName,enemyMissingPings,matchCount
Hx_l4ysxbHnxzIfDI1An8qLgIYZCYrwq9hFDBbqUXUnqHA,김과장이쏜다,2,1
IxfoxMUOTVpeFYkycSLs_lOCoIVVV79rTUy_azTGC5zTZr1_,채이누,2,1
4LeEX2Mh4IxLHXD7i7-hS7wmLpVy4Jg8xFE2VGnNAolUv14,낭만 연,2,1
Iu80ocYz870wv5z5iV13iJymaaxqgov63fYHm5xTPpyD8A,팥앙금찹쌀모찌,2,1
4MwANsPvUm7nBsMzsVvuCIEejjub16DegXfut5dbAntpNjcqITd6r7PoJw,자신감충만,2,1
ItMe0fuDAhkwQmv2B371GhyaRxy7iRg4ZR_FYTpLeMZKKw,llIllIIIlllIII,2,1
IsbJjJGgbfTqdnJRKQvtCHADyyZMEZmE8S2gwPXLi777cYs,Haiyoru,2,1
I0HlPLUBrB2XLogZg7UO0NNiPipKPFKgRT1Z6wLNL70StWk,Garen From Hell,2,1
IrRLzf9fc3wZVfsmUVCz99yVT9kp_12Nh93rbIlHfBbrV1o,xin long,2,1
IqR3xPMvLU9VIhTbdDKkvryu1h9z61zO3VxszojHVjIbTYc,실버321,2,1
gdcC5eiZl_fnQIowBAQztxcTDF0MRVcyGx-jjSibCjmMQA,반대하지마,2,6
I33GT7ETsWl_BRgg-ewVfjFzg-k4iget5gbRH8_qwA62vu4,파카거나재슥,2,1
5Q055P1cY3ABiKtEitF6VQgGGCndp7GMpDQejwbIQBZYJw,로얄워터,2,1
GteNWaj07w06s18_AEkvIRv-D-Ga6GvRiVbqP0BIJlTw6ps,완 전 커,2,1
FE-G_5DbTF32MS7z7Od3gUxrv8rFTS9FvmFPVF9D1bVFWQ,Fixpid,2,1
dgKy5pNRhODKw6H5caVl2826TOVsr1JG3i0q5SgrZns6NCI,프나이스,2,1
ji9c6AXDqpoUC8MrOM0ARBbDB09w11kY5wkaPrKFCsT3Yk0,인권운동가 박씨,2,1
M3shCww6aj6hAgvY2EGSzeitxSjwCa4ppgomjHCQVgW_Q5g,뚜니조아,2,1
slBgCllyCzCqeeGF6_-UZQialHSCG8zrR3b6_CuSpkoS2deoUZ6xdTBPqA,인사없음무시,2,1
vbqiqXBm6iSLjjrjO7PXpfIGIoeRVuaGcHdgu64iidNvTHY,남해군보물섬,2,1
M7X9_sLzcdH74Xv6kWYa1ZzC6m-6du65m0hCPlRIcMGD6Zs,Benner,2,1
dgSwYo18qo0RMtOohE1EuKBKvP0rwlMxjdkRl09E59YNpaw,사천운,2,1
FjHWbmm8CnneBtgqzQssazB4xFkX6FaOFmWmBCe1MFWjRw,진주교육사령부,2,1
Fv5WtLshnMnYrV3axj_6_5JJbYpGcSLvq58DVQOHogVwX_ISiL2yzTupkg,자기야어제어땠어,2,1
jmzR0mHJUMpnvzt8IaYGmJJri3DZYE5kDG2g4fIebyfykec,덕 성 김,2,3
3CIM-ollNSoukDc5xNDySnmyybT8NTqnF-Uz3tfRwwBfHuA,나기룡,2,7
vhVCy_NxyxWo2501Ads1GUkbxBY4sxsI80_8TxIvLIb_c8-uyUHYKMbqmg,장재이1,2,1
vi3iihApzIc71qpzYcDNt-92Pvvol4EhHwgQNlv4Wua-1NencdsRETyfNw,화주체못하는사람,2,1
3A4dyVVzb881qnY9lTncDrhMXr8Xqm5XTyy87zm6XmNdDw,거긴 안대앳,2,1
Ffca5LMhLpZE8tRiyB-3IBzGkIxB77nKFJwuWnrCp3OkeMA,쥐불이남푠,2,1
FszRvOjrl0nade16DpZZolVAZc3wEwhgeNod00mmudpTBuE,Thresh Heart,2,1
vYDy8rIlo6lQloZwdW4Ues18g7OvngS9upBC5iFf1Ch7yIU,롤이그래재밋다며,2,1
KR7ouMJu2IUVSpvp_DMf1yLQ9CqZi6JyOCi8ONpby6cFZc4,Rimbow,2,1
j_fAz2Koui6cpZuMYtaNueQ2p9R53pYv4JYdvGscGKZzJ-CT6_hmJmrqrQ,탱포터유저,2,1
3Jh_rd7AfXik3GEkYzwK8I_PY5zv7vXMFDKgan5OI3wkLcI,6학년1반일짱,2,1
LdXRtr1owUJyLMTXH7bVaexQidsfuYjtOba3tfza1JeIjg,트부처,2,1
G2ewZt6GFYNkj-TanJmUeO75mP5N8iiVh5h3NYNJhfN3gIU,오과장탈모,2,2
Le1jSmZBOIAkcKMeW1c9Bhi6RGzbXovBSqzugGlSGvZXTYE,ATTACK23,2,1
G2ay3ZqARSsJl4AFmM_DF6mcBTejIpqBLsm6Y4u9-cVzpg,사람은 아닌 듯함,2,1
LgeoFtKSWEubWJXDTHlq5iluxNPvoGWaunkGKjvzUYoMUA,용화동 육각렌치,2,1
jacYPKm7XArhWid5nGjtlY-BgmNL7Xs3vmBp_ZR-vvuPDAc,JosHua KW,2,1
doIQaP2Uwr1dJ3vYwaB_vcy5DmWrMLq1BePq6mHaMWr6CQ,YD monkey,2,1
3GiqFMDDaT8oChxZJ5MK34P5r3iabTkkZIMupBIVk58CslQ,히미나,2,1
soz8Jrpwm2zlHgGasE76Z7ev2KMncUVW3T4UuMM87B2zzg,기출변형OX,2,1
jbs1tp217Hv8Jfx8Aeb-ZsIPVb8GmqBNhWMw3tRvUWkLDho,간택당한집사,2,1
G-W-l3McOveY9A4Kb_rbi69SGMOIY_kt1DuigoJbmkxwmjw,성현 공쥬 등장,2,1
LsEqLp7clvF4ccE8fFnV7H5Bijw0NfqYeQO7t0hieMoRnnc,세젤귀우키,2,1
doWvyaL_9WhjAVfJBHKHwwA3L4EsJNT_xDJ0kreNQLIWwzM-,Next im C,2,2
vnMixjF5soxF_ioBPwOnUOJ3krlPq0Or1xqb-8-_LI7-SmQ,Hell민국,2,1
69oEFwauaqMcxgdAjzyGqdSyYpdnItgH7CWS20AGVCQk8PZWgHqt0P_hjQ,크래커크래커,2,1
FazFq9znnzMnyJCLcRZDuge21Gteu6tCNLkwiafHANW9tGY,주다사장,2,1
2yTAwx7mJ39RZ529ijEmFp3Je1ocNeiNuGhmi-M6z3J3rIw,수호자이렐리아,2,1
3-sputVJapQtJLmmcoFKcCaMBAszGkG57N9Ipv0NqMttOxSKK1_h_HQYKQ,종인맨,2,1
2zANQn4XpzvxSRc1YJgr-1syRn2epWPTj2weAdBSD8D7pQ,브랜드태운다 ,2,1
M_9Rnj5T7ROLKFhkQMLpovJXhZbZh7fEDTwwbu6C6QF8sZO-WmcdgfGsXQ,이블데빌,2,1
2z1jHOOJVk6txkpvUUlezbKXAGafsO-wfZytKx_EcFZz-Q,자두소다,2,1
dCSE13LGMgvBEF6ZzlyvqMYhVnXD6302eORknOQziF6tw04,다볼리,2,1
sam0XrrRQbYMTHHwbhYDGon7NfPanxY3G7NjvYPmqrS_ToA,조은카페,2,1
d9CjwnxnKJrcjF6EY3-j6X-BEnyjYpRebUi1lB64YDnXk2M,김민교김지수,2,1
dPcdGts8YiaHK08O8WvT3YAmuGjed2EEItY_UeLFtRg40vg,도구가한건했다,2,1
d5SBwbrH34ZXoGJzWZExWd1SM1Me8OFESrRGzjTI-3KiRw,골무골무,2,1
s_kqyI2dnQiDGNzBXz4hkj5kKY5gewreHVq--Tphhisy1RE,웅단력,2,1
kHm51K41ZkOJfXlP5bUgrObkaCWkPN5KfKqEfEN_sQ093Q,맵리수준,2,1
Mhjtte0yGig9AGh9mDMS5ogLOrYLZa1-HUo-D72SVBHJZUg,쥐앤자앙,2,1
MioCmbz5lWISYi-P8R-g3vaLa9Rnvkf_ShyG0Mg1x-JRB2s,퐁퐁녀 유미,2,1
kKZkN1IXuQy3pxGGTLlHbqHQJaOLqHek9JKGNLrOuihp1Q,pocarii,2,1
dFCa-DXFwjM6ojB4KcdoVpU05sTa8D4OAwIv-ysGXo5Hig,한지원 맘마통,2,1
31Hi2VVWahp-hI7Bf9yXd1028dyaSUf21jTfHXHOeOn1K0xP0z358nuTwg,루루와 초희,2,1
sdsknxioI3sVhDZSQHBpeMQFGG23Kv2QKz6RV59MOtZzoH4,Franzl Lang,2,1
k4-6_BTmQrWeO2sPFx3bHqv28b4j0-ONOJRk_5LBka83zew,현대 cgv,2,1
MUSFQPacXRawjZQn41ccDqWvHjHiC_qJ5HLBVvjpZWbBLA,마지막비행,2,1
FTju9yD_S89zP1PnR6Hfl0xr7xFqlOPbQBaH-i7YLw_V6w,꽝 상,2,1
FUFOA6hjuu8PsWgJAVOIBFjZinbhbRa5YCzCLTv5Xszcl6w,전의감,2,1
FUhBuRsRlRzSyGFY7epZ63HVdr56TXaJH68ns_UqTjZDOVU,elmdsf,2,1
FVd0kBL1mVqrpfy3kSlDwaafjx7LBJhi7GGevt5bSY7qDQ,여친님한테잘하자,2,1
FWAUrnJGBVv1Nmo4z0kxGMcJxb1PjM37WoA0lewJcli30qsfmGUoSIyJDQ,hedn,2,1
dLTHboqh8NFneXN49fS1liSb8FXhAc_6Zr7xFlxFnpdITS0,향기로운 레몬,2,1
33eFhBuY0nGs15LwxUgcL7-UuYXUJiizZ4ZeQW9QJ39Tg5E,단무지 두 장,2,1
MO_Xj7R0BbZi0nv4UHNNo6uUblGpNHG1OBYLctkToX9vCUo,3라인 파밍중,2,1
33hxJtTZyfiS1EfnC0mSWZfOx7-tdJdrEIVG4RxPRUzeyA,my job,2,1
6FiuSC4Tj4S7P6hK7lleCX2F00UdMV-kfyCCG9uDgd_8x60gULsF5AKvFg,울릉도공항,2,1
MN6xz66oybGU9eQigGKcRB-G-n0WAZ56JGDJw77uybvtyXk,건전하게 채팅함,2,1
36OfR2EvrMcomoAj7bN_k-gTBSStKmJq2vgrzptsjzUicA,포비옹이,2,2
jWquMBKe_XrG9KzObalgeN2phhnUTnG7GZfD4MCQpHpHKg,너거집에점화,2,1
e2sbyIP38k3XV4X5sKXezddkzOCDl_1snDUYdq14UcqZGw,탱글심씨,2,1
Ld4HtPckmlOHelaHFtLLc3jEQcVNKjvZBEyr2OuBQMzZgDE,행 카,2,1
j6Ca9Mubntn92ZX0XgD47z6zHafJSgr3oU8WUbQWd2pa9sJ4,박 명,2,1
enO3LZ0AkCvkL9-9pW_3rY2VwWykhfclr3sND8xtHCwmDA,우리애기살려,2,1
Gm36o450OuWki9irOrREtVhNZYQCtZJiC9k_HazpSe-2XCQ,2000년 6월 27일,2,1
Klm-QVYfH_Yj6mmVLIqv06cJrzTIXFof0Cw69rfkSE6jFA,귤저씨,2,1
emla95NKPey4eZWfQJ_2KokD_KRxUz-tA9JbmMsvNK4Wm8o,야미야미야미미,2,1
j4y5iRn39iN91YMiTX4zbMQqptpAltcaEyGX9ckuu0EJ0KlAjb2Deb7pBg,알파메일탑솔러,2,1
Giug8LUvA-wy44b_EVTFoJXOshmJNQToVhY16_LQeJSpHtanwntsei7VSQ,레인보우 샤베똥,2,1
ejg8qj4tn_EU1EXpM_f88YRzG5P0vG0sm-AVS8uhsZGbyw,북산의 정대만,2,1
KrdOlEkeUYJZlKUfmO1VR5NVIQNufXL7YlkZMWbdPNVwL4k,아무마우,2,2
5b4uiGY3IW0kPtvNqK-KW4brS3sRpCr8kxll9SdczaMWOQ,굴렁쇠김베인,2,1
ehOXjadHbwGjXT8X65AVwuJ7FjmUFbSItDUXQlNDGjRc1C8,쭌 상,2,1
KnjbebV88u2LPktc8W8nmy0DirL2jzusUAoXrHzThoKG0T0,lingk,2,1
5bmdENASuZ-1iMXzWo5NonYnoRSUrl7Q9Tj8pBoG6ZEDOtw,R8NO,2,1
t2EO2meJKR-4io7bdCUV-qEwt49vMPGj3RO4B9KLh_I38mk,mutey,2,1
3VDyPIPLgsrGh2L1dYa1A67iaE7NHvXvTWlEP2ycaxxoUQ,고양이뒷발킥,2,1
eqeV8cyzQ-fPRhDYEPNZUxDDayZxIJ5w-hDIhVFqjbC2nU0,아펠리오스엔딩,2,1
5XUhSFbLoNGxKkLKjoxzH994NSAmneAtgyJhtBLN57yOqHs,장유빈님,2,1
j2J-MNfPuzIJYddGe-bU9uKTsEux7RFZddKI5-THyp0vyQ,금 류,2,1
Gn-vh7gZJu7w5GuuZbAq1D0YiPFyplljZlldXkE98Ztwca8,과자먹으러과자,2,2
3ZBQA5K0hoKZp0PAy9au_fPcgjO1jb2M4v2btez3WRv6hdg,져 뉼,2,1
ev3k33sU3ywipYzSiBUwWR-_-gykdh5BimRl4W2cxQj_6Rw,noshow maker,2,1
GoWAhyJL5apKM7lZfD0QcqQzUABJk4vC1u-FtAtQPpTXEG0,1렙 아우솔,2,1
KaGXa3l5_xbxuzkSweBt0xu1P9HxMAAbZwAFZy6-flfzDxI,창 방패 칼,2,1
KYz0h8Z7QQWUsPbhmIVTlt_SbetjY2ag3JIIcHRzoa_JNg,한번 물어볼까,2,1
GrAKzgdWBHmGQVjeCFG-QHmqkNH__ZjBCaxFr0iN14ItuyA,08대장이지민,2,1
5Sdr_r4fS9_QRe2hL4ot6N4gb1qgapR7qaDt0oV6bCiph_AD,네이스롤체,2,1
KWLCfkGxsD8e3GeDiXfVcWBFN1vCUXcj77J2GC35w6Nbeg,고슴도치와와,2,1
Gszga3E6db8xsRqhdw-NfW-Uh-7kmwjyw_mA3kKNA6V_wHLwVuRZYDLrSA,밥호격,2,1
KUA8uejJEPzZDMFIlEFFiTqShJPjBOPc_OZ52l9AsvUk4Q,밥에콩좀넣지먀,2,1
uvOUEJGxTdHMpVuhcrOGyxJGBUqPBozRRJbOgu1GPkKzvS4,깽수송,2,1
3g6Krfi8XPeyEIUwwnU1-SPYODRX5qarHWzkGwXjkTFY4Fc,bxn,2,1
3hVC5HKbz2j0ULbwGeyxgDy6vyIZyRZZkFqEHAiposadnQYqJpWrDjsxVg,쫀유나,2,1
j8l6GVNcgEIV3zbvFHfQGWXrY5NF95CkLyv_mg0htVDgBZI,깨달은 또요이,2,1
ecWmSQKlINvA2N27EYVj8PQS5xr33IhBIac7O27XDC3DHxg,폭풍간지이우형,2,1
Lc5DU8nQugx90349nOCCWjKCD6aeE3DmM1wsH8XmVYoGCbTJlN4zlUYA2Q,멋진천재나,2,1
vHUkerX_0okZAU8hNc8ZIZraQ0lchyA_hCtsZXs2nGoINRTqMSDilJ9Aaw,정글연습생입니다,2,1
jKlKoN1ZX5yMXKetChjLEVr2VZDaDYgT55nGQl_rJ6T5Z7Q,이상한순무,2,1
eGl_aLRe1PGGE6MkbOaA75Kl_nVr41NqafhUakqdRxdsgvki,단무지많이많이,2,1
3OoIcMtf72KDrQ9wWR4r8cgRx2qaPDEk03LOGfihEj2KHjU,심심한 근태,2,1
eFlo6H9xUr0xPmA9EbwBCj4AsU84f6gVPTXAxzhKwDrt5Js,제 이 스 갓,2,1
eF6dpop4o1pkXrtEIq4funmeNows8G0nIVX7eBX7PlmK3sbz_dsTsdyLIg,개잘하쥬,2,1
3Ny3_HuycXEnk7uyekDy-gzpi07gTMgl-QzbkeGqfjy1AH4,무얼해도지는사람,2,1
5uHrHeUc8lUfPYkcCQltDs5X5zncYFGmOiM6YvyTAWyCVg,진짜무기,2,1
j8sfy71zacioUGRzuFIllXlsi1ZknnozYFVZmBKoIxhuUp4,밍서희,2,1
LXPnXLMvYCPaJfEh4LJQWxRJ6pqPQ_RZsaZIgzX4aEoFrc4,박래웅,2,1
GA7iIBvDk9bzaDJVSfLGI12IAg0yKbqa_lvEcHePi5sPHbE,뒤로좀돌아봐,2,1
3N2jUD_j85QT0UCpwhCTiytneRUBUBnym8jNv-V8J0Twtw,뇌삭남,2,1
LbDjBwDY628NuSAFJPnXN1uGY9FkBuX-T3zt_sGCqCqcJLbeiZve922oNA,yayasuo,2,1
e5yOh2ZxEo9mSxJxE4lVJB5x0rZwHwzwh81jbXwfC7QlgA,임연님짱,2,1
e5jGGTYaRswblW_pA_mwK6QdLSls4reTQ6v09AslpHgFSRQ,2020년2월2시작,2,1
5srAFZVbFLVaJMam3LjCPuJGMDHjZmeKArJowyEF-gJdiqw,꼬마호,2,1
LE-KD6qg7UQfgf-VJCz-oW1bcTK5Mz6Ls1iNP4RnOSH601k,준혁잇,2,1
3PXt6jhYy1c5HaQt6J_fkMjDxiIPOWGHagSOUkTGXIswNw,초5 가렌 장인,2,1
jHg69JS19tNn5S0BkSYbBZzN-AFCiTJM4IulCwZGOOXkhH64,Hide V,2,1
v9dmIPrGfwftB-QSWNLqWI1AkReJL0g7tsGe0OW4Uu6Y7IU,신화급 닉네임,2,1
eRLO2pocnwMmOglMprG-CF69q2sZwI3tQ49T1XRwaT5KcQ,정글노조위원,2,1
eRxk7wqNYlc4AAA41B9iM1sMXZqWZbVzoaz4XQFh8huAnQ,견뎌 인마,2,1
eSFglvi0wEePTEeH7v5L7HNGxQuJ5judHb8cOtDKxfXt4gmykOdwO3c1bQ,숟가락 감성,2,1
L2rpGKpKxCNeEtY2wwc8Bw3WD1t826--5PPERFPHKBGiCCs,울팀노답대잔치,2,1
eXEsyWv7lIMR8Nd7xWtcS-UG8yRB6pzji7e7yAPR0P1a1rQ,조이누나조이지마,2,1
GZ3D_-fPhQWHzERhH1xzNkTnASKhLz1zhK6l57uiHrHlghngeBA_Jy4FfQ,벌잎줄랑노쌍,2,1
eYXmwuIxXoGihFyqh-nhudEf-sWYsdhyDy4YBleFlcrXkQ,점화드는원딜,2,1
GbCya7T1Nf0Ddz3R-A0Bho5A23G3eswgGhT_9ZRmnnM0uZk,mattuyu,2,1
eZeoBvXf-j_EA8ql42MayqWF-g4qiHpOWoNi6V4Evu2sraA,sleepybeer,2,1
jBEywgyUTL83PgjomVQ0JFDiQ0DxJqtXVS3bI-_DbCO4LUg,알아서 해 기냥,2,1
GeRCulAr7F0_fy5vxWg6h6tRQyjFEOeJvfGxN9If0ELIq5k,애매한 병과 신,2,1
ec46tTSK7O80X4wDyRXQhnvl_iGSh0VDLUVWtVTg6PDNNg,Ppeople,2,1
leBnxuJBnU3eRmx_SuuUiIkXYtlLQkgUM18HCiowcI61-g,경주최우식,2,1
--4r1TohxTb_BtIvvG_usvy5X6znSddo9XrrX4Loi3-QHWo,정글가축서폿노예,2,1
ZXXQazJ4udMGkEqmCFf-Lm--HMt_s4dR0f1nUifWi2lw3c8,올레조이,2,1
TMmjKJKML59YV1_4_EzId1SW2KARXT3RmcnxGmZTjOceCi8TDD8u05Y0iw,한번 짖어봐요,2,1
7pjKj61xwitvVaAb3MhnaL6qj0Lj60f2N63R4hmwR3bp_6E,뒤 좀 대봐,2,1
qyNqXtNN0V0CH2fErcOwCcSdiUxcYmSJcjsH-wGLfg4oZxw,탈북한정은이,2,1
TLKqYKXq3MkbuyD9dw8YiI_98pc7vPALA8g7w_kIXR7VzQ,라인도탑미모도탑,2,1
ZGBB5n--ITwCekUMXp36j2BErjklRIEiVSLH0nuWqR3MbG4,김성짖,2,1
nw-YfvBB8kbWFTGaDqYw47FkUa-L07wmaFXaHbBf5_0prFE,아주 좋은 롤,2,1
0F0rXOE_ylJHLcVcBrorHKqpwIkIJg_VWzLMpzt_jmbT6-Q,중리아,2,1
B3PZYSdhEVI8isSOWJ567wsmGjNUeCPEJHGTNOUUFtK06cYDIAh9H2FE1Q,지뇽이,2,1
7pSC_nZllOURzuPGjc6jUeAx5Uhu1wndfCP__VLXBURTD1Y,세 납,2,1
7qtshUWYX15EgyyGnkYqNTP-9signC6sLzPLJWsXIAYsDGE,만다때리노,2,1
ZEKhh1RXx2ALZOf5Un1DT_BAT6eqIqMYSaResE36GHHuyanA,Milk Crown,2,1
0ENo3fyavInTndeYEcM-YdNTy04gn1oXCw9Hzt1gnTFOAw,자일링스0,2,1
y_IGqeMgW6F9n3SPFkzyZMTSmpA-1rC8bLQCXwSSJTaeRSU,외노자 에코,2,1
B3Domi7vdN67ugiQCcdMOue1vmovDykJfzxkuz8wcUWB8fw,간장공장간짜장,2,1
ZAUXTdjRbi5ejn8opzXiolCFm76MLrj519NUbez3LBdfPkNL,순살듀오,2,1
yYCTznl5owzg2D_pv4WI7yhlhXFwuFtECShbI4-UDLD5htQ,달나라뚱띄,2,1
ZIVDaQKw54EaGid_PGLkNms72IMINpeaeK32yI6HXxEc1haDKVtQ-p0XNQ,혼전순결종결자,2,1
ql_htTLsAzYBzD-ICttWfgx-cLHUmo-Cvm9fXy2U6izmSK0,한녀패기,2,1
npHdrEsFW5OVOqd3uOgfcdYchHOvlGls0-g65hbN4rD9ANo,amrlwdl,2,1
T-TBiUcyLyVklvQOVKT_dM-lz2VHU47ZoujDlsN_x42T1vqAf3JVuB38Vw,생태복원,2,1
ZPddmedWOvKPu9GzTaaNUtX_xl-KYFWN6KbGe2urNTU56GY,호오씨,2,1
nkzmk0_YtCZoP9EFbabKB4vm7AXtC7El6_q4s2_2olqLpg,EDM은 못참지,2,1
0JnwynMtICdLnPyz_u3S4IBWOaijKR9M4JPJCEnhT_h7q4G5PhvPAli4hQ,일원본동전동딜도,2,1
7ow3rJ_3Jy_Z82odcA4jmysAKKDhX2Sm9QS_MOtwN8RuxKg,love me more S2,2,1
nnP4_5usS6lz3Ao33YTtn1pJBsaXs8ApaRG6gTY4DhS3-gw,하지만널사랑해,2,1
TC2DS-RYONxL6tv-1MofFRVcdZM5XQu-m18SGpk3lTALxug,물리를왜했을까,2,1
npzAcW4bvCLiJbX5MAwhQS635406-VyNXbmvmNEyEY16hUc,티모를찢지마세오,2,1
ZKWNPGmPnMCf94RQfGGciru5gV4F3qDFrMyJQO6vNhnyPtIVOHbDcrVAFw,멍땡중,2,1
TE_NbX2dKT6ygR0J0OcM6n9Dt9MPwQWV5d4Hc2YpLipnuog,예지꼭지버억,2,1
B8g70ezyCgOC8MVS75s4zDgA7yll0cNQIPwzXe8Rc2lmTjM,탱커만할게요,2,1
B7MS8IZzEJTpvm7ZwE-nTMzISdvV01nOMJYRoEvGGeCwFRc,폐급데리고캐리,2,1
ZJ4I_iXLCFmolLUgCYET2TaJkeon8sh-ArXWnqp-EuM2yw,내뒤에 창,2,1
yX7275izI6GnifH4X1mZGn3ar08cTlFXJUV_02bsOoJAgpg,털빠진유미,2,1
0B04xhApuhhm6KGOznJHUyGlD4FRRv87-x_BJfzm07XxL-4,너희부모 삼고빔,2,1
nzGf8qxOhiYw-Ax6o3nEq5ap7ClvdYB83WH-ANyveFF1-A,구타유발얼굴,2,1
7u-xN0ARuhkSN2eGdt06AQziIZII4nb__nw1Uwcotl4U9w,퍼플펭귄,2,1
oCeelO22iN2vPxy_KQotaZku2nCcCm_1FYMwc8vv1YO1DX8,단단한 빵디,2,1
TmfxwETxh8H_JbOO6Vx_8A7W8iXDT6X7yjshIzQi83nJfQ,타이거우유,2,1
o8bRgdpA408Mta18en8Gq9en_BrHWaDDD_yHx9E2b8DDIM0,조마도부인,2,1
TolrsQJVciojfB03bVYVRp1PCQlPo0xERbL_m9SgJPAF89Y,비주키,2,1
807mCNbBM5RakyOKmOUm2Y72OpjG4hjrPUxymMN8bn_1AQ,트리세스메이커,2,1
AoYzTKz9eMlKfCaHB3BBNkWFthm8QzotdQ79alfPV73NEfo,햇살같은,2,1
qpG5Q8TD930R9IsZvuicEzBR0h_Vdd9PIEpVX8qO6kXm3Q,거인깨추,2,1
YoHqF5TmROBvmLMJaIN_upCsyglyjYftduGpzbDY69UqC0M,GEN JimaN,2,1
ycZJj36oD2vanq_kx2QkJOQYNcuHlyfm6m3gE7vyzPGef-Iu-Mz7sZNLAA,왕 자 님 베 인,2,1
qpBEduSC2ZFdhbvWrfgnjDNvanUz0ha6kIYEHUjfCyFblHyyh5zDvwzDbQ,rarark,2,1
oFR7XbSTGgKnxBUWFZ36s_TLHdDQNpPf1zdy8QM1YxM8Rw,석나가면합류안함,2,1
YlmFwsCn6NI5S12Abav15W0H7e0p31xvDJ5xk23MJlsLhg,주 자,2,1
TpBS17yGpPjMnAq4__fst5JGmjzDP14jho9OS2LblwFLke4,살인적인땀냄새 ,2,1
yre6Z6Wm7hstxRUEJofd5LIGaoUBXYbMXhlk9T6iIqY6YhdWyEQxqNhB9A,lollelel,2,1
YjgdB5dygeuT5ctQ3kob99uL1bs-h4WXoyYXBlm4RowAwdU,웅 안돼 돌아가,2,1
Ytnl2rSrbTqFoYpXEoZkSvXfBoOIGg9iU24uJQKf70RpSg,Nuo is fairy,2,1
YvGj_nwUxJcdJNZNyi10ysC1bMqX_Ty83VKFtmZ0o5l6OuZBD26-CLV4sQ,구멍 엿보기,2,1
ykaQEUGHRYpNepy9Ny3jVvei5wpJKsxxxw9IFapegyGo-w,닭은공룡의후손임,2,1
TjDdJvBOmO5S_9dptjL31LJ3b8wjO8HKJDWtCIIjqT7tBncA1H6F37e4pw,플큐딱,2,1
o6YosCli7oNae7Os_ySocM3W2Z6HVkyrb7hB33DGaBjHSg,온재부캐릭터,2,1
05_xKuVgMCFgLWPuTIJZeWvS1r1lHuRjeK_PCS-88rGpEw,숨참고 MID DIVE,2,1
TftZMbnduUiHdbYe-oC7BU4Q3xn2v2nFSxHok1Sg8S632Ac,뭘 자꾸 야려,2,1
AvzkG4TBZYaoqQT4hPKDwOn7DzYVfyk7J_WBbWXDvYan5Q2zKD2LdhYmPw,필사즉사행생즉생,2,1
Z095hC-HyxGTUfs3IwNwryY-GZ5CW8_BjxwKc4FKil9okUUfD7W8BmXNtg,이름없는전골,2,1
o5awGEDfqxt-8G2GtFX8ez4-hNiHJtQaIcuahu4uZiM13a4,대구대 조경학과,2,1
TdCc7ueX6AQLZhPFkkWiQC2SkHuSuJCvS8z8GmkrFMv_Jw,미어캣의앞발,2,1
yfAfcbZF27Q_9UsZhoqpiBK-02YoDQ7vHqm0P2-Ul4CLHWI,랩드래곤,2,1
AzOPqyoD0S7e5IzNnYY1XOePeEGcJmIlYGTWtgNEzmuZS3c,Jue Viole Grace,2,1
Z4a6SWs3t_DrIkmvU5wY7ImRiwsjbWNnZOdxCPgrWLFStKo,김장환모르면간첩,2,1
qs6jR61GHqbHnJE77OunIsBxQ9jwIVF-1igfLjz9G4qYPC8,gakuin,2,1
TX6C9HOxPRCZ0cAf2Yxme5vGKHRXz34F3yq5F-zyrOCVNZ-ubqWfk9GCPw,운천역버스기사,2,1
08Pj09uJssATa5vGU8_hODKyVyyRaZVc25_1RBlqBeA-JNU,해왕성핥고싶다,2,1
yTXCZFbhAenBxMieetAteYODDhhQnCVVwGwC_BXYiTwHecHQ,정글늦으면꼴박,2,1
yT7PMWu-lXxo9pA9tdxvkAkYswIAEqg4VzNfjxR2w8iM_A,져스틴밥비벼 ,2,1
Szg086CHOJbnxElOufwCVdocfOUBj95TxUBmvALeEj9QIw,정속주행가불기,2,1
nAy9lDmsTZ318xugBrae-GRLAPJ_G1kqKERtOdN-L_5r5Q,동인턴,2,1
n5pzHYW2rJdAOe6M86N1vR4ntSUICpfhPV-GeRZQg0wM_r8,종팔0,2,1
BsIx5sw6wGzqNO8aNiYRQRcNuDsMFqBuV48-_NoX9jwK_A,내입술따뜻한커피,2,1
rINptmJ0CXfyVcs4sf90lD38ys9mQyaS6YJBY3Gl_LjkoNY,0l 꽉 다물어,2,1
S6m5jv9V39Lq1JS9J9CbaqbBt8qnmEyMLZ7EZrn6as7vDL8,Magic Finger,2,1
_3hA1wt-kWtGfLo4zWENx_3USKRqV-vR0mDheHdl1sWG8tVZRZ346OjU5A,김여름1,2,1
S8j6Ke4uP73NMx_ahDMEVKzxgV9dfWj2DsEPoliJEguymtk8IhDS1qIf7w,길바닥에껌,2,1
0fhubYi4_SSa7KyAW3-J6wCz-N83nRC6Fan9xt3E1PmiQvM,척추찌게,2,1
yBg_JpmETPHFa3fYgCK8go4mzoeIxxduSU5hAtrD8QYFmA,울부짖어라히붕아,2,1
0eUaVb9dN-bSKFvEmIDrRs-l7bv9p5N9rQmuCcYrkT0YNw,카카오툭,2,1
Bqn3EW_L5SXfH33mf1JvKPRkH4SW9s27RTEHrJlZKkJDbbdatMAxU_NEEA,투쁠러스한우등심,2,1
